Date,Open,High,Low,Close,Change,Change(%),Ratio(%),Volume,Value(T),Interval_High_Open,Interval_Open_From_LastDay,Interval_Open_From_LastDay(%)
5/22/2017,64,64,62,64,Rise,2,3.22,"23,530","148,078",0,2,3.225806452
5/19/2017,62,64,62,62,Unchnaged,0,0,"27,550","173,728",2,0,0
5/18/2017,62,63,61,62,Unchnaged,0,0,"10,359","64,175",1,0,0
5/17/2017,62,64,61,62,Unchnaged,0,0,"11,310","70,417",2,0,0
5/16/2017,61,65,61,62,Rise,1,1.63,"16,745","105,660",4,0,0
5/15/2017,64,65,61,61,Fall,2,3.17,"49,373","308,635",1,1,1.587301587
5/12/2017,63,64,63,63,Unchnaged,0,0,"25,064","159,101",1,0,0
5/10/2017,64,65,63,63,Unchnaged,0,0,"26,315","167,098",1,1,1.587301587
5/9/2017,64,65,63,63,Fall,1,1.56,"26,894","172,389",1,0,0
5/8/2017,65,66,64,64,Fall,1,1.53,"122,117","782,288",1,0,0
5/5/2017,65,66,64,65,Unchnaged,0,0,"39,442","255,199",1,0,0
5/4/2017,66,66,65,65,Fall,1,1.51,"85,396","556,845",0,0,0
5/3/2017,66,67,65,66,Unchnaged,0,0,"62,245","409,282",1,0,0
5/2/2017,67,67,66,66,Fall,1,1.49,"119,921","791,583",0,0,0
4/28/2017,68,69,66,67,Fall,1,1.47,"46,010","308,820",1,0,0
4/27/2017,67,69,66,68,Rise,1,1.49,"41,580","281,176",2,0,0
4/26/2017,69,69,67,67,Fall,1,1.47,"79,169","533,587",0,1,1.470588235
4/25/2017,70,72,68,68,Fall,2,2.85,"637,889","4,506,240",2,0,0
4/21/2017,66,71,66,70,Rise,4,6.06,"310,222","2,143,319",5,0,0
4/20/2017,69,69,66,66,Fall,1,1.49,"84,577","567,519",0,2,2.985074627
4/18/2017,66,67,66,67,Unchnaged,0,0,"24,548","162,553",1,-1,-1.492537313
4/17/2017,66,67,66,67,Unchnaged,0,0,"20,837","138,455",1,-1,-1.492537313
4/13/2017,68,68,66,67,Unchnaged,0,0,"20,189","135,039",0,1,1.492537313
4/12/2017,69,69,67,67,Fall,1,1.47,"86,972","583,397",0,1,1.470588235
4/11/2017,68,69,66,68,Unchnaged,0,0,"75,784","516,139",1,0,0
4/10/2017,65,69,65,68,Rise,3,4.61,"413,670","2,794,174",4,0,0
4/7/2017,66,66,65,65,Fall,1,1.51,"24,547","160,285",0,0,0
4/6/2017,67,67,65,66,Unchnaged,0,0,"19,469","128,495",0,1,1.515151515
4/5/2017,65,67,65,66,Rise,1,1.53,"35,795","234,121",2,0,0
4/4/2017,67,67,65,65,Fall,1,1.51,"13,853","90,406",0,1,1.515151515
4/3/2017,67,69,65,66,Fall,1,1.49,"443,661","3,013,755",2,0,0
3/31/2017,66,67,65,67,Rise,1,1.51,"85,064","561,496",1,0,0
3/30/2017,66,68,66,66,Unchnaged,0,0,"205,832","1,376,527",2,0,0
3/29/2017,66,67,66,66,Unchnaged,0,0,"32,476","215,786",1,0,0
3/27/2017,66,67,66,66,Unchnaged,0,0,"47,199","312,993",1,0,0
3/24/2017,66,67,66,66,Unchnaged,0,0,"6,432","42,598",1,0,0
3/23/2017,67,67,66,66,Fall,1,1.49,"27,731","185,196",0,0,0
3/22/2017,67,67,66,67,Rise,1,1.51,"22,323","148,051",0,1,1.515151515
3/21/2017,67,69,65,66,Unchnaged,0,0,"220,573","1,483,004",2,1,1.515151515
3/20/2017,65,67,65,66,Unchnaged,0,0,"53,247","351,996",2,-1,-1.515151515
3/17/2017,65,66,64,66,Rise,2,3.12,"44,434","288,725",1,1,1.5625
3/16/2017,66,67,64,64,Fall,2,3.03,"170,119","1,106,121",1,0,0
3/15/2017,67,67,65,66,Fall,1,1.49,"113,437","749,976",0,0,0
3/14/2017,68,68,66,67,Unchnaged,0,0,"26,794","179,260",0,1,1.492537313
3/13/2017,68,69,67,67,Fall,1,1.47,"19,968","134,202",1,0,0
3/10/2017,67,69,67,68,Rise,1,1.49,"43,996","296,635",2,0,0
3/9/2017,68,69,67,67,Unchnaged,0,0,"17,770","119,335",1,1,1.492537313
3/8/2017,67,69,67,67,Unchnaged,0,0,"37,298","252,946",2,0,0
3/7/2017,67,68,66,67,Unchnaged,0,0,"83,057","555,903",1,0,0
3/6/2017,68,68,67,67,Fall,1,1.47,"37,130","248,941",0,0,0
3/3/2017,68,68,67,68,Unchnaged,0,0,"44,813","301,398",0,0,0
3/2/2017,70,70,67,68,Fall,1,1.44,"267,492","1,853,373",0,1,1.449275362
3/1/2017,68,70,68,69,Rise,1,1.47,"191,888","1,329,096",2,0,0
2/28/2017,68,69,67,68,Unchnaged,0,0,"128,094","868,383",1,0,0
2/27/2017,68,68,66,68,Rise,1,1.49,"176,707","1,181,498",0,1,1.492537313
2/24/2017,67,70,66,67,Unchnaged,0,0,"812,056","5,618,320",3,0,0
2/23/2017,68,68,66,67,Fall,1,1.47,"96,150","643,792",0,0,0
2/22/2017,68,69,66,68,Unchnaged,0,0,"82,159","554,875",1,0,0
2/21/2017,70,70,68,68,Fall,1,1.44,"95,122","649,512",0,1,1.449275362
2/20/2017,68,70,68,69,Rise,1,1.47,"38,984","267,440",2,0,0
2/17/2017,67,69,67,68,Rise,1,1.49,"45,901","311,299",2,0,0
2/16/2017,71,71,66,67,Fall,4,5.63,"316,390","2,134,636",0,0,0
2/14/2017,73,74,70,71,Fall,2,2.73,"100,492","718,624",1,0,0
2/13/2017,72,74,72,73,Rise,2,2.81,"128,482","942,497",2,1,1.408450704
2/10/2017,71,75,71,71,Unchnaged,0,0,"148,759","1,082,059",4,0,0
2/9/2017,71,72,70,71,Unchnaged,0,0,"45,017","319,538",1,0,0
2/8/2017,72,72,71,71,Unchnaged,0,0,"60,708","432,582",0,1,1.408450704
2/7/2017,72,74,71,71,Unchnaged,0,0,"78,517","565,958",2,1,1.408450704
2/6/2017,73,74,71,71,Fall,1,1.38,"147,582","1,067,021",1,1,1.388888889
2/3/2017,73,74,72,72,Fall,1,1.36,"123,935","903,038",1,0,0
2/2/2017,73,74,72,73,Unchnaged,0,0,"80,512","587,279",1,0,0
2/1/2017,72,74,72,73,Rise,1,1.38,"80,961","591,988",2,0,0
1/31/2017,75,75,72,72,Fall,2,2.7,"146,753","1,068,968",0,1,1.351351351
1/30/2017,78,79,73,74,Fall,4,5.12,"2,842,806","21,783,548",1,0,0
1/27/2017,79,80,77,78,Unchnaged,0,0,"1,101,903","8,631,184",1,1,1.282051282
1/26/2017,78,80,77,78,Rise,1,1.29,"391,706","3,092,645",2,1,1.298701299
1/25/2017,81,81,77,77,Fall,3,3.75,"253,226","1,965,105",0,1,1.25
1/24/2017,79,82,78,80,Rise,2,2.56,"1,595,743","12,878,672",3,1,1.282051282
1/23/2017,77,78,75,78,Rise,1,1.29,"361,441","2,774,395",1,0,0
1/20/2017,80,81,77,77,Fall,2,2.53,"290,665","2,279,307",1,1,1.265822785
1/19/2017,78,82,77,79,Rise,3,3.94,"1,620,641","13,024,016",4,2,2.631578947
1/18/2017,73,84,73,76,Rise,3,4.1,"2,826,704","22,437,723",11,0,0
1/17/2017,73,74,73,73,Unchnaged,0,0,"114,861","844,902",1,0,0
1/16/2017,73,74,71,73,Rise,1,1.38,"196,946","1,433,477",1,1,1.388888889
1/13/2017,70,76,70,72,Rise,2,2.85,"923,971","6,798,513",6,0,0
1/12/2017,70,71,70,70,Rise,1,1.44,"47,702","333,918",1,1,1.449275362
1/11/2017,69,74,67,69,Rise,1,1.47,"203,236","1,428,102",5,1,1.470588235
1/10/2017,68,69,67,68,Rise,1,1.49,"7,281","49,469",1,1,1.492537313
1/9/2017,68,68,66,67,Fall,1,1.47,"15,069","100,992",0,0,0
1/6/2017,69,69,67,68,Fall,1,1.44,"15,921","107,559",0,0,0
1/5/2017,67,69,67,69,Rise,2,2.98,"31,136","211,395",2,0,0
1/4/2017,66,67,65,67,Rise,2,3.07,"6,797","44,740",1,1,1.538461538
1/3/2017,67,67,65,65,Fall,3,4.41,"15,441","101,242",0,-1,-1.470588235
12/30/2016,67,70,67,68,Rise,1,1.49,"34,016","232,206",3,0,0
12/29/2016,66,68,66,67,Rise,1,1.51,"35,676","238,810",2,0,0
12/28/2016,64,68,64,66,Rise,2,3.12,"77,219","515,080",4,0,0
12/27/2016,64,66,64,64,Unchnaged,0,0,"39,113","250,792",2,0,0
12/23/2016,67,67,63,64,Fall,1,1.53,"72,560","466,557",0,2,3.076923077
12/22/2016,68,69,64,65,Fall,3,4.41,"78,420","520,562",1,0,0
12/21/2016,69,70,67,68,Unchnaged,0,0,"17,479","119,489",1,1,1.470588235
12/20/2016,69,70,68,68,Fall,1,1.44,"53,518","367,882",1,0,0
12/19/2016,70,71,69,69,Fall,1,1.42,"77,225","539,702",1,0,0
12/16/2016,70,71,69,70,Rise,1,1.44,"77,163","539,983",1,1,1.449275362
12/15/2016,70,70,67,69,Fall,1,1.42,"74,381","511,086",0,0,0
12/14/2016,69,71,68,70,Rise,1,1.44,"70,371","487,410",2,0,0
12/13/2016,69,71,69,69,Unchnaged,0,0,"53,689","375,026",2,0,0
12/9/2016,70,71,69,69,Fall,1,1.42,"31,565","219,482",1,0,0
12/8/2016,72,73,70,70,Fall,1,1.4,"91,434","643,860",1,1,1.408450704
12/7/2016,73,77,71,71,Fall,1,1.38,"1,716,584","12,863,729",4,1,1.388888889
12/6/2016,69,72,69,72,Rise,3,4.34,"250,828","1,765,624",3,0,0
12/5/2016,68,70,67,69,Rise,1,1.47,"75,615","519,056",2,0,0
12/2/2016,67,70,66,68,Rise,1,1.49,"93,831","637,935",3,0,0
12/1/2016,71,71,67,67,Fall,2,2.89,"196,991","1,328,541",0,2,2.898550725
11/30/2016,68,76,68,69,Rise,1,1.47,"1,201,678","8,772,959",8,0,0
11/29/2016,67,72,66,68,Fall,4,5.55,"761,362","5,189,303",5,-5,-6.944444444
11/28/2016,79,79,72,72,Lower limit,7,8.86,"216,180","1,578,801",0,0,0
11/25/2016,66,85,65,79,Rise,14,21.53,"3,207,573","25,028,850",19,1,1.538461538
11/24/2016,67,68,65,65,Fall,2,2.98,"72,479","479,464",1,0,0
11/23/2016,66,72,66,67,Rise,1,1.51,"527,730","3,684,785",6,0,0
11/22/2016,63,66,61,66,Rise,4,6.45,"104,593","668,777",3,1,1.612903226
11/21/2016,63,63,62,62,Unchnaged,0,0,"20,424","127,408",0,1,1.612903226
11/18/2016,62,63,61,62,Unchnaged,0,0,"37,197","230,952",1,0,0
11/17/2016,64,64,62,62,Fall,1,1.58,"16,054","100,990",0,1,1.587301587
11/16/2016,64,64,63,63,Unchnaged,0,0,"17,213","108,658",0,1,1.587301587
11/15/2016,65,66,62,63,Fall,1,1.56,"30,381","193,199",1,1,1.5625
11/14/2016,64,66,64,64,Fall,1,1.53,"63,505","408,025",2,-1,-1.538461538
11/11/2016,67,67,64,65,Fall,2,2.98,"54,823","356,784",0,0,0
11/10/2016,69,70,67,67,Fall,1,1.47,"77,721","534,714",1,1,1.470588235
11/9/2016,65,71,63,68,Rise,3,4.61,"483,268","3,235,723",6,0,0
11/8/2016,66,67,64,65,Unchnaged,0,0,"58,812","382,665",1,1,1.538461538
11/7/2016,66,66,65,65,Unchnaged,0,0,"11,351","73,801",0,1,1.538461538
11/4/2016,65,66,64,65,Unchnaged,0,0,"15,230","99,026",1,0,0
11/3/2016,66,67,65,65,Fall,1,1.51,"65,398","428,625",1,0,0
11/2/2016,66,67,66,66,Fall,1,1.49,"103,088","680,585",1,-1,-1.492537313
11/1/2016,67,68,66,67,Rise,1,1.51,"65,493","436,972",1,1,1.515151515
10/31/2016,67,67,65,66,Unchnaged,0,0,"30,123","199,115",0,1,1.515151515
10/28/2016,68,68,66,66,Unchnaged,0,0,"16,936","112,699",0,2,3.03030303
10/27/2016,68,68,66,66,Fall,1,1.49,"120,608","805,491",0,1,1.492537313
10/26/2016,69,70,66,67,Fall,1,1.47,"221,506","1,498,819",1,1,1.470588235
10/25/2016,70,70,68,68,Fall,2,2.85,"37,451","257,825",0,0,0
10/24/2016,69,71,68,70,Rise,1,1.44,"111,583","772,131",2,0,0
10/21/2016,70,71,69,69,Unchnaged,0,0,"36,292","252,031",1,1,1.449275362
10/20/2016,69,73,69,69,Unchnaged,0,0,"263,513","1,842,953",4,0,0
10/19/2016,70,70,68,69,Unchnaged,0,0,"157,633","1,074,851",0,1,1.449275362
10/18/2016,70,70,68,69,Rise,1,1.47,"81,109","556,558",0,2,2.941176471
10/17/2016,69,70,68,68,Unchnaged,0,0,"30,739","211,546",1,1,1.470588235
10/14/2016,70,70,68,68,Fall,1,1.44,"46,139","317,228",0,1,1.449275362
10/13/2016,69,70,68,69,Unchnaged,0,0,"59,659","411,228",1,0,0
10/12/2016,68,69,68,69,Rise,1,1.47,"36,081","246,552",1,0,0
10/11/2016,70,71,68,68,Fall,1,1.44,"115,337","795,915",1,1,1.449275362
10/10/2016,70,71,69,69,Fall,1,1.42,"29,166","203,059",1,0,0
10/7/2016,70,70,68,70,Unchnaged,0,0,"45,433","314,500",0,0,0
10/6/2016,70,72,70,70,Unchnaged,0,0,"72,002","507,429",2,0,0
10/5/2016,71,73,70,70,Fall,2,2.77,"81,704","577,541",2,-1,-1.388888889
10/4/2016,72,73,71,72,Unchnaged,0,0,"35,793","258,315",1,0,0
10/3/2016,75,76,71,72,Fall,3,4,"134,738","982,730",1,0,0
9/30/2016,98,98,73,75,Rise,2,2.73,"495,549","3,717,254",0,25,34.24657534
9/29/2016,72,76,71,73,Rise,2,2.81,"221,070","1,626,936",4,1,1.408450704
9/28/2016,71,73,70,71,Rise,1,1.42,"67,262","476,150",2,1,1.428571429
9/27/2016,71,71,69,70,Unchnaged,0,0,"68,383","476,467",0,1,1.428571429
9/26/2016,70,70,68,70,Unchnaged,0,0,"103,077","714,425",0,0,0
9/23/2016,70,70,68,70,Unchnaged,0,0,"140,494","974,383",0,0,0
9/22/2016,70,71,69,70,Unchnaged,0,0,"143,905","1,005,462",1,0,0
9/21/2016,71,72,70,70,Fall,1,1.4,"95,340","669,172",1,0,0
9/20/2016,72,72,70,71,Unchnaged,0,0,"35,947","253,251",0,1,1.408450704
9/19/2016,70,73,70,71,Rise,2,2.89,"44,175","315,560",3,1,1.449275362
9/16/2016,71,72,69,69,Fall,2,2.81,"53,766","376,342",1,0,0
9/15/2016,69,72,69,71,Rise,2,2.89,"49,028","346,659",3,0,0
9/14/2016,70,70,65,69,Fall,1,1.42,"81,312","549,807",0,0,0
9/13/2016,75,76,70,70,Fall,5,6.66,"251,498","1,837,630",1,0,0
9/9/2016,77,78,75,75,Fall,2,2.59,"87,135","662,150",1,0,0
9/8/2016,78,79,76,77,Fall,1,1.28,"51,402","396,938",1,0,0
9/7/2016,78,78,76,78,Rise,1,1.29,"60,380","465,455",0,1,1.298701299
9/6/2016,77,78,76,77,Rise,1,1.31,"33,190","255,531",1,1,1.315789474
9/5/2016,76,78,76,76,Rise,1,1.33,"113,761","871,011",2,1,1.333333333
9/2/2016,76,77,75,75,Fall,1,1.31,"80,285","606,092",1,0,0
9/1/2016,75,77,75,76,Unchnaged,0,0,"75,804","575,428",2,-1,-1.315789474
8/31/2016,76,77,75,76,Unchnaged,0,0,"97,159","737,829",1,0,0
8/30/2016,77,77,75,76,Unchnaged,0,0,"177,407","1,338,746",0,1,1.315789474
8/29/2016,78,78,76,76,Fall,1,1.29,"61,959","476,302",0,1,1.298701299
8/26/2016,78,79,77,77,Fall,1,1.28,"74,587","580,857",1,0,0
8/25/2016,78,80,77,78,Rise,1,1.29,"183,049","1,434,488",2,1,1.298701299
8/24/2016,77,79,76,77,Fall,1,1.28,"169,880","1,311,423",2,-1,-1.282051282
8/23/2016,79,79,77,78,Unchnaged,0,0,"135,949","1,053,983",0,1,1.282051282
8/22/2016,79,79,77,78,Unchnaged,0,0,"74,930","585,505",0,1,1.282051282
8/19/2016,79,79,77,78,Unchnaged,0,0,"77,635","605,265",0,1,1.282051282
8/18/2016,79,79,77,78,Fall,1,1.26,"104,656","815,994",0,0,0
8/16/2016,78,79,77,79,Rise,1,1.28,"78,039","608,104",1,0,0
8/15/2016,80,80,77,78,Fall,1,1.26,"222,726","1,738,583",0,1,1.265822785
8/12/2016,82,82,79,79,Fall,2,2.46,"124,355","999,268",0,1,1.234567901
8/11/2016,81,83,80,81,Unchnaged,0,0,"314,704","2,562,994",2,0,0
8/10/2016,78,85,78,81,Rise,3,3.84,"1,010,544","8,262,355",7,0,0
8/9/2016,79,82,77,78,Fall,1,1.26,"664,361","5,268,590",3,0,0
8/8/2016,77,82,76,79,Rise,3,3.94,"769,485","6,130,858",5,1,1.315789474
8/5/2016,75,79,74,76,Rise,1,1.33,"326,568","2,509,840",4,0,0
8/4/2016,75,76,74,75,Unchnaged,0,0,"99,216","745,325",1,0,0
8/3/2016,76,79,74,75,Fall,2,2.59,"307,375","2,327,791",3,-1,-1.298701299
8/2/2016,76,79,76,77,Rise,1,1.31,"203,593","1,582,009",3,0,0
8/1/2016,75,77,75,76,Rise,1,1.33,"77,107","584,536",2,0,0
7/29/2016,75,78,75,75,Unchnaged,0,0,"254,243","1,940,141",3,0,0
7/28/2016,74,76,74,75,Rise,2,2.73,"119,541","897,369",2,1,1.369863014
7/27/2016,75,76,73,73,Fall,2,2.66,"201,824","1,498,019",1,0,0
7/26/2016,76,77,74,75,Fall,2,2.59,"169,298","1,275,294",1,-1,-1.298701299
7/25/2016,78,80,77,77,Fall,1,1.28,"161,829","1,257,657",2,0,0
7/22/2016,81,81,78,78,Fall,2,2.5,"123,560","975,711",0,1,1.25
7/21/2016,80,82,78,80,Rise,1,1.26,"280,788","2,243,285",2,1,1.265822785
7/20/2016,80,80,78,79,Unchnaged,0,0,"156,171","1,236,277",0,1,1.265822785
7/19/2016,80,82,79,79,Unchnaged,0,0,"387,541","3,126,102",2,1,1.265822785
7/18/2016,78,83,78,79,Rise,1,1.28,"335,679","2,708,115",5,0,0
7/15/2016,78,80,77,78,Unchnaged,0,0,"101,024","788,433",2,0,0
7/14/2016,81,81,78,78,Fall,3,3.7,"138,646","1,090,617",0,0,0
7/13/2016,83,86,79,81,Fall,1,1.21,"471,471","3,846,355",3,1,1.219512195
7/12/2016,76,85,75,82,Rise,7,9.33,"1,443,314","11,761,404",9,1,1.333333333
7/11/2016,72,80,71,75,Rise,4,5.63,"690,141","5,302,336",8,1,1.408450704
7/1/2016,71,74,71,71,Rise,1,1.42,"70,739","510,724",3,1,1.428571429
6/30/2016,71,75,70,70,Unchnaged,0,0,"209,110","1,512,110",4,1,1.428571429
6/29/2016,70,73,69,70,Rise,1,1.44,"148,278","1,056,419",3,1,1.449275362
6/28/2016,69,71,69,69,Fall,1,1.42,"4,826","33,387",2,-1,-1.428571429
6/27/2016,70,71,69,70,Fall,1,1.4,"29,616","206,942",1,-1,-1.408450704
6/24/2016,72,72,69,71,Unchnaged,0,0,"48,234","338,036",0,1,1.408450704
6/23/2016,71,72,71,71,Unchnaged,0,0,"11,252","79,889",1,0,0
6/22/2016,71,72,70,71,Unchnaged,0,0,"84,419","598,401",1,0,0
6/21/2016,70,71,70,71,Unchnaged,0,0,"33,300","233,136",1,-1,-1.408450704
6/20/2016,71,71,69,71,Unchnaged,0,0,"137,411","963,130",0,0,0
6/17/2016,72,72,70,71,Unchnaged,0,0,"29,118","206,745",0,1,1.408450704
6/16/2016,72,72,71,71,Unchnaged,0,0,"44,126","313,457",0,1,1.408450704
6/15/2016,72,73,71,71,Unchnaged,0,0,"39,463","282,673",1,1,1.408450704
6/14/2016,73,73,71,71,Fall,1,1.38,"41,098","293,078",0,1,1.388888889
6/13/2016,73,75,72,72,Unchnaged,0,0,"161,409","1,180,215",2,1,1.388888889
6/10/2016,72,73,72,72,Unchnaged,0,0,"49,267","357,128",1,0,0
6/9/2016,73,74,70,72,Unchnaged,0,0,"217,076","1,546,558",1,1,1.388888889
6/8/2016,72,74,71,72,Rise,1,1.4,"10,764","77,436",2,1,1.408450704
6/7/2016,72,74,71,71,Fall,1,1.38,"18,987","137,249",2,0,0
6/6/2016,72,73,71,72,Unchnaged,0,0,"10,618","76,327",1,0,0
6/3/2016,73,73,71,72,Unchnaged,0,0,"14,914","107,979",0,1,1.388888889
6/2/2016,72,73,71,72,Unchnaged,0,0,"10,803","77,763",1,0,0
6/1/2016,72,73,71,72,Unchnaged,0,0,"6,822","48,970",1,0,0
5/31/2016,72,73,71,72,Unchnaged,0,0,"17,801","128,096",1,0,0
5/30/2016,72,73,71,72,Rise,1,1.4,"32,422","232,957",1,1,1.408450704
5/27/2016,71,72,70,71,Unchnaged,0,0,"31,009","220,722",1,0,0
5/26/2016,72,72,71,71,Unchnaged,0,0,"11,201","79,727",0,1,1.408450704
5/25/2016,71,72,70,71,Unchnaged,0,0,"54,355","383,240",1,0,0
5/24/2016,71,72,70,71,Unchnaged,0,0,"8,499","60,256",1,0,0
5/23/2016,72,72,71,71,Fall,1,1.38,"11,054","78,493",0,0,0
5/20/2016,71,72,70,72,Rise,1,1.4,"5,729","40,657",1,0,0
5/19/2016,72,74,70,71,Rise,1,1.42,"96,740","688,707",2,2,2.857142857
5/18/2016,70,72,70,70,Fall,1,1.4,"20,088","142,441",2,-1,-1.408450704
5/17/2016,72,72,70,71,Unchnaged,0,0,"9,553","67,898",0,1,1.408450704
5/16/2016,71,72,70,71,Unchnaged,0,0,"17,197","121,810",1,0,0
5/13/2016,72,72,70,71,Fall,1,1.38,"28,055","199,216",0,0,0
5/12/2016,72,73,71,72,Rise,1,1.4,"46,916","339,024",1,1,1.408450704
5/11/2016,71,73,71,71,Rise,1,1.42,"58,789","422,716",2,1,1.428571429
5/10/2016,72,72,70,70,Fall,2,2.77,"26,676","187,945",0,0,0
5/9/2016,71,73,70,72,Rise,1,1.4,"52,247","371,283",2,0,0
5/4/2016,73,73,71,71,Fall,1,1.38,"41,028","293,496",0,1,1.388888889
5/3/2016,74,76,72,72,Fall,2,2.7,"74,831","550,435",2,0,0
5/2/2016,74,76,70,74,Unchnaged,0,0,"108,162","791,518",2,0,0
4/29/2016,78,79,74,74,Fall,2,2.63,"140,537","1,074,777",1,2,2.631578947
4/28/2016,74,80,74,76,Rise,2,2.7,"509,488","3,909,195",6,0,0
4/27/2016,74,75,73,74,Unchnaged,0,0,"30,380","222,835",1,0,0
4/26/2016,73,74,72,74,Rise,1,1.36,"24,345","176,223",1,0,0
4/25/2016,73,74,72,73,Unchnaged,0,0,"43,036","312,458",1,0,0
4/22/2016,73,74,72,73,Unchnaged,0,0,"28,999","211,373",1,0,0
4/21/2016,73,75,72,73,Unchnaged,0,0,"25,704","188,056",2,0,0
4/20/2016,71,76,71,73,Rise,2,2.81,"105,071","771,004",5,0,0
4/19/2016,72,73,70,71,Unchnaged,0,0,"51,917","370,373",1,1,1.408450704
4/18/2016,71,71,69,71,Unchnaged,0,0,"37,708","265,456",0,0,0
4/15/2016,71,72,70,71,Rise,1,1.42,"53,896","381,323",1,1,1.428571429
4/14/2016,74,75,69,70,Fall,4,5.4,"200,106","1,416,941",1,0,0
4/13/2016,77,77,74,74,Fall,1,1.33,"132,257","985,577",0,2,2.666666667
4/12/2016,76,77,75,75,Fall,1,1.31,"52,585","396,685",1,0,0
4/11/2016,76,78,74,76,Unchnaged,0,0,"70,379","533,911",2,0,0
4/8/2016,78,79,76,76,Fall,1,1.29,"91,439","706,383",1,1,1.298701299
4/7/2016,77,80,76,77,Unchnaged,0,0,"178,604","1,394,724",3,0,0
4/6/2016,77,80,76,77,Rise,1,1.31,"70,525","545,390",3,1,1.315789474
4/5/2016,77,80,76,76,Unchnaged,0,0,"61,011","466,523",3,1,1.315789474
4/4/2016,76,79,76,76,Unchnaged,0,0,"47,359","362,314",3,0,0
4/1/2016,79,79,75,76,Fall,2,2.56,"65,651","502,305",0,1,1.282051282
3/31/2016,80,81,78,78,Fall,2,2.5,"62,658","494,775",1,0,0
3/30/2016,80,82,79,80,Rise,1,1.26,"185,599","1,490,990",2,1,1.265822785
3/29/2016,82,82,79,79,Fall,1,1.25,"136,482","1,092,073",0,2,2.5
3/28/2016,82,83,78,80,Rise,1,1.26,"195,564","1,569,446",1,3,3.797468354
3/24/2016,84,85,77,79,Fall,4,4.81,"290,598","2,323,808",1,1,1.204819277
3/23/2016,76,87,76,83,Rise,7,9.21,"673,947","5,597,999",11,0,0
3/22/2016,77,78,75,76,Unchnaged,0,0,"77,061","589,592",1,1,1.315789474
3/21/2016,80,81,74,76,Fall,4,5,"241,019","1,845,491",1,0,0
3/18/2016,81,84,79,80,Unchnaged,0,0,"130,080","1,051,706",3,1,1.25
3/17/2016,78,83,78,80,Rise,4,5.26,"311,812","2,506,544",5,2,2.631578947
3/16/2016,73,82,73,76,Rise,3,4.1,"293,569","2,274,528",9,0,0
3/15/2016,74,74,72,73,Unchnaged,0,0,"49,739","361,147",0,1,1.369863014
3/14/2016,71,76,70,73,Rise,3,4.28,"138,860","1,014,221",5,1,1.428571429
3/11/2016,73,73,70,70,Fall,2,2.77,"22,680","160,752",0,1,1.388888889
3/10/2016,74,74,72,72,Fall,1,1.36,"16,732","121,615",0,1,1.369863014
3/8/2016,71,77,70,73,Rise,2,2.81,"172,656","1,269,075",6,0,0
3/7/2016,70,73,69,71,Rise,1,1.42,"31,492","223,041",3,0,0
3/4/2016,69,72,67,70,Rise,1,1.44,"57,526","401,147",3,0,0
3/3/2016,70,75,68,69,Fall,1,1.42,"207,428","1,492,262",5,0,0
3/2/2016,61,73,61,70,Rise,9,14.75,"288,084","1,951,438",12,0,0
3/1/2016,61,62,61,61,Unchnaged,0,0,"10,772","66,027",1,0,0
2/29/2016,61,63,61,61,Rise,1,1.66,"18,504","113,871",2,1,1.666666667
2/26/2016,61,62,60,60,Fall,1,1.63,"17,159","104,505",1,0,0
2/25/2016,60,64,60,61,Rise,1,1.66,"81,556","498,715",4,0,0
2/24/2016,54,60,54,60,Unchnaged,0,0,"8,278","48,868",6,-6,-10
2/23/2016,60,61,59,60,Unchnaged,0,0,"29,232","173,888",1,0,0
2/22/2016,61,61,60,60,Fall,1,1.63,"29,414","177,317",0,0,0
2/19/2016,61,61,60,61,Rise,1,1.66,"14,892","89,847",0,1,1.666666667
2/18/2016,61,62,60,60,Fall,1,1.63,"15,863","96,444",1,0,0
2/17/2016,61,62,60,61,Unchnaged,0,0,"13,796","84,155",1,0,0
2/16/2016,61,61,60,61,Unchnaged,0,0,"20,193","121,505",0,0,0
2/15/2016,60,61,59,61,Unchnaged,0,0,"26,462","160,046",1,-1,-1.639344262
2/12/2016,61,61,61,61,Fall,1,1.61,"7,488","45,676",0,-1,-1.612903226
2/11/2016,62,62,60,62,Rise,1,1.63,"6,935","42,474",0,1,1.639344262
2/10/2016,61,62,61,61,Fall,1,1.61,"6,273","38,390",1,-1,-1.612903226
2/9/2016,61,62,61,62,Unchnaged,0,0,"5,815","35,577",1,-1,-1.612903226
2/5/2016,63,63,61,62,Rise,1,1.63,"6,337","39,035",0,2,3.278688525
2/4/2016,60,63,60,61,Rise,1,1.66,"13,362","81,979",3,0,0
2/3/2016,60,61,59,60,Unchnaged,0,0,"9,065","54,385",1,0,0
2/2/2016,61,61,59,60,Unchnaged,0,0,"9,214","55,189",0,1,1.666666667
2/1/2016,61,62,60,60,Fall,1,1.63,"22,863","137,863",1,0,0
1/29/2016,60,61,60,61,Rise,1,1.66,"3,308","19,851",1,0,0
1/28/2016,61,62,60,60,Fall,1,1.63,"9,447","57,082",1,0,0
1/27/2016,62,62,60,61,Rise,1,1.66,"6,163","37,156",0,2,3.333333333
1/26/2016,61,63,60,60,Fall,1,1.63,"7,828","47,846",2,0,0
1/25/2016,61,64,60,61,Rise,1,1.66,"22,871","138,490",3,1,1.666666667
